raw_brand_value,script,product_count,normalized_value,method,cluster_id,proposed_canonical_slug,proposed_canonical_display,cluster_min_confidence,needs_review,reviewer_decision,notes
جراندى كوك,arabic,1,جراندي كوك,singleton,,brand_260e864813,جراندى كوك,100.0,False,,
جلاسو,arabic,1,جلاسو,singleton,,brand_76f9520ec5,جلاسو,100.0,False,,
جلان,arabic,1,جلان,singleton,,brand_b1cecb11a4,جلان,100.0,False,,
جلينتر,arabic,1,جلينتر,singleton,,brand_197aac6da8,جلينتر,100.0,False,,
جولد,arabic,1,جولد,singleton,,brand_046a567efe,جولد,100.0,False,,
جوليڤا,arabic,1,جوليڤا,singleton,,brand_7be3ab56f9,جوليڤا,100.0,False,,
حاحن,arabic,1,حاحن,singleton,,brand_e34b56349f,حاحن,100.0,False,,
حكاية,arabic,1,حكاية,singleton,,brand_8828ae74ea,حكاية,100.0,False,,
حياه,arabic,1,حياه,singleton,,brand_63303fc5cb,حياه,100.0,False,,
خالتي بهيه,arabic,1,خالتي بهيه,singleton,,brand_0c088bcc14,خالتي بهيه,100.0,False,,
خباز الفرات,arabic,1,خباز الفرات,singleton,,brand_4bdd710fb2,خباز الفرات,100.0,False,,
دابر ڤاتيكا,arabic,1,دابر ڤاتيكا,singleton,,brand_bd6f447d5a,دابر ڤاتيكا,100.0,False,,
دروغريا,arabic,1,دروغريا,singleton,,brand_6cdced1c6c,دروغريا,100.0,False,,
دومانى ناتشرو,arabic,1,دوماني ناتشرو,singleton,,brand_c44dea113f,دومانى ناتشرو,100.0,False,,
ربيع,arabic,1,ربيع,singleton,,brand_1b25609ad6,ربيع,100.0,False,,
ريفولى,arabic,1,ريفولي,singleton,,brand_b9ab9ad331,ريفولى,100.0,False,,
سانتا ماريا,arabic,1,سانتا ماريا,singleton,,brand_bad500c1c2,سانتا ماريا,100.0,False,,
ستورك,arabic,1,ستورك,singleton,,brand_c6b7950a34,ستورك,100.0,False,,
سكس بيبى,arabic,1,سكس بيبي,singleton,,brand_52c88663cd,سكس بيبى,100.0,False,,
سونى,arabic,1,سوني,singleton,,brand_6da4a00938,سونى,100.0,False,,
شوت,arabic,1,شوت,singleton,,brand_2ed250538e,شوت,100.0,False,,
عبيدو,arabic,1,عبيدو,singleton,,brand_0a6f7cb50c,عبيدو,100.0,False,,
فاجور,arabic,1,فاجور,singleton,,brand_2e500a6409,فاجور,100.0,False,,
فونتيرا,arabic,1,فونتيرا,singleton,,brand_f370c551d5,فونتيرا,100.0,False,,
في 7,arabic,1,في 7,singleton,,7,في 7,100.0,False,,
فير &لاڤلى,arabic,1,فير &لاڤلي,singleton,,brand_cd1c55239a,فير &لاڤلى,100.0,False,,
فيڤوكوول,arabic,1,فيڤوكوول,singleton,,brand_4c3891d34c,فيڤوكوول,100.0,False,,
كاليفورنيا فارمس,arabic,1,كاليفورنيا فارمس,singleton,,brand_74667762b4,كاليفورنيا فارمس,100.0,False,,
كلوريتا,arabic,1,كلوريتا,singleton,,brand_c2829fcc25,كلوريتا,100.0,False,,
كوراد,arabic,1,كوراد,singleton,,brand_6c6a74e6b3,كوراد,100.0,False,,
كورجا,arabic,1,كورجا,singleton,,brand_ee301f85aa,كورجا,100.0,False,,
كولدير,arabic,1,كولدير,singleton,,brand_40922fa91d,كولدير,100.0,False,,
لابالينى,arabic,1,لاباليني,singleton,,brand_ffb4ce5253,لابالينى,100.0,False,,
لوريجاني,arabic,1,لوريجاني,singleton,,brand_1d1761e067,لوريجاني,100.0,False,,
ليبنيز,arabic,1,ليبنيز,singleton,,brand_8ab8d42b76,ليبنيز,100.0,False,,
ليلين,arabic,1,ليلين,singleton,,brand_d3d48d021a,ليلين,100.0,False,,
لينورا,arabic,1,لينورا,singleton,,brand_3ea0c2cc62,لينورا,100.0,False,,
مان'ن تيل,arabic,1,مان'ن تيل,singleton,,brand_1ce6fc6384,مان'ن تيل,100.0,False,,
مستر فول,arabic,1,مستر فول,singleton,,brand_af0657a436,مستر فول,100.0,False,,
مهران,arabic,1,مهران,singleton,,brand_cc4cbeba1f,مهران,100.0,False,,
ميل ميل,arabic,1,ميل ميل,singleton,,brand_6550340f75,ميل ميل,100.0,False,,
نيردس,arabic,1,نيردس,singleton,,brand_121554d114,نيردس,100.0,False,,
نيڤا صن,arabic,1,نيڤا صن,singleton,,brand_f6b2163394,نيڤا صن,100.0,False,,
هابى داى,arabic,1,هابي داي,singleton,,brand_4f58a4cf28,هابى داى,100.0,False,,
هارفيتون,arabic,1,هارفيتون,singleton,,brand_88a44cc0fb,هارفيتون,100.0,False,,
هوايان تروبيك,arabic,1,هوايان تروبيك,singleton,,brand_1abb51f816,هوايان تروبيك,100.0,False,,
هى شون يون,arabic,1,هي شون يون,singleton,,brand_2ca5faeb0f,هى شون يون,100.0,False,,
هينتز,arabic,1,هينتز,singleton,,brand_e087ab4d15,هينتز,100.0,False,,
ڤج مارت,arabic,1,ڤج مارت,singleton,,brand_35ac854a62,ڤج مارت,100.0,False,,
ڤيجيتا,arabic,1,ڤيجيتا,singleton,,brand_739d11086c,ڤيجيتا,100.0,False,,
ڤيلاجيرميلى,arabic,1,ڤيلاجيرميلي,singleton,,brand_4f9dfb97fe,ڤيلاجيرميلى,100.0,False,,
